Category,Product,Code,Supplier,UnitCost,UnitPrice,Inventory_Dapa
accessories,Fender - Mtb-BMX PVC  Blk/Colored,10227,,95,175,100000
accessories,Carrier Rack 26 MTB,19990,,95,195,100000
accessories,Bicycle Mask,81486,CHN,95,220,100000
accessories,Water Bottle - Sahoo,81553,CHN,95,280,100000
handle bar,Handle Bar - BMX Torker CP,81566,,95,160,100000
music,Nylon Guitar Strings,70012,CHN,95,200,100000
tires,Tire 16 leo/cyclemaster blk,10483,Kent,95,175,100000
tubes,Tube 27.5 x 1.90/2.10 CYT,40081,Kent,95,190,100000
tubes,Tube 700c - CVT 700x23c 60mm,81559,Kent,95,200,100000
accessories,Lock w/ key colored silver,40061,,93,200,100000
accessories,Sticker - Carbon fiber sticker roll (all colors) 10cm x 127cm,40079,CHN,90,250,100000
accessories,Lock w/ key transparent colored head,81312,,90,160,100000
accessories,Reading Glasses,81646,CHN,90,170,100000
accessories,Light - Tail USB Rechargable,81814,CHN,90,260,100000
handle bar,Handle Bar - Sweep Back Steel,81207,Avenue Bikes,90,270,100000
handlegrip,Handle grip- Customade foam Colorful,81836,CHN,90,180,100000
parts,OPC BB Parts (Japan or Dynatron),10034,Avenue Bikes,90,170,100000
tires,Tire 14 LEO/Duro,10157,Kent,90,170,100000
tubes,Tube 300 x 17 (Koblestone),90127,,90,160,100000
handlegrip,Handle Grip - Leather,81809,,89,250,100000
saddles,Saddle - CHN 036A Fire (colored),81999,Avenue Bikes,89,180,100000
accessories,Gloves Sports,81554,CHN,87,250,100000
accessories,Carrier Rack 20 BMX,10427,,85,170,100000
accessories,Balancer 16,15002,Avenue Bikes,85,175,100000
accessories,Bottle Cages OQSport,81485,CHN,85,200,100000
accessories,Light - Money Detector,81833,CHN,85,255,100000
accessories,Cages - Fiver Carbon,81837,CHN,85,250,100000
brakes,Brake - Caliper brake set steel,10129,Avenue Bikes,85,195,100000
brakes,Brake - Band Brake Karasawa CP,10131,Avenue Bikes,85,200,100000
brakes,Brake Lever Alloy colored,10270,Avenue Bikes,85,200,100000
brakes,Brake Shoe Makato (Motor),90106,,85,150,100000
chain,Chain Cutter,10484,,85,150,100000
derailleur,Pully Derailluer Alloy Colored,81494,CHN,85,250,100000
freewheel,Freewheel 6s ord,10015,Avenue Bikes,85,160,100000
handlegrip,Handle grip -Plain Rubber colorful,81835,CHN,85,170,100000
hubs,Hub - Front Hub 10g Japan,81185,Avenue Bikes,85,170,100000
parts,Cup - Axle Cover Asst (Motor),90118,,85,150,100000
saddles,Saddle Salvo w/spring Blk,10050,Avenue Bikes,85,165,100000
saddles,Saddle Century (asst colors),10289,Avenue Bikes,85,220,100000
saddles,Saddle Wax,81409,Avenue Bikes,85,170,100000
spokes,Spoke Led light,81548,CHN,85,190,100000
tubes,Tube 26 x 1.95 Arison/CYT Presta,81348,Kent,85,180,100000
tubes,Tube 22 x 1.75 KENDA,81518,Avenue Bikes,85,170,100000
hubs,Hub Rear 14G Japan,10357,Kent,82,220,100000
accessories,Balancer 14,15001,Avenue Bikes,80,165,100000
accessories,Water Bottle - 700G 2C,81299,Avenue Bikes,80,150,100000
accessories,Horn Alloy,81495,CHN,80,165,100000
accessories,Water Cage - Nylon Blackcomb,81725,Kent,80,150,100000
accessories,Light - LED Waterproof  Helmet  Flash Lights,81884,CHN,80,300,100000
chain,Chain 112L/114L CP APV,81144,Avenue Bikes,80,150,100000
handle post,Handle Post Stem Alloy,20077,,80,140,100000
rims,Rim Tape -Red Carbon,81136,CHN,80,140,100000
seat post,Seat Post - BMX Layback Alloy,81205,Avenue Bikes,80,150,100000
seat post,Seat Post Adaptor Storm 30.4,81420,,80,150,100000
seat post,Seat Post Adaptor 30.8,81421,,80,150,100000
tubes,Tube 22 x 1.75 Duro,81173,Kent,80,160,100000
tubes,Tube 700c x 23/25 - WANDA 60mm,81891,Avenue Bikes,80,155,100000
accessories,Lock w/Key plastic head colored,81497,CHN,79,290,100000
Axle,Rear Axle 6203 for Tricikad,10457,Kent,78,150,100000
seat post,Seat Post 27.2 Colored Alloy,10288,,78,250,100000
tubes,Tube 225 X 17 Cobblestone(Mtr),10440,discontinued,78,150,100000
tubes,Tube 26 x 1.95 Duro LV,20040,Kent,78,160,100000
tubes,Tube 250x17 Cobblestone (motor),90126,Kent,77,150,100000
accessories,Step Nut - Alloy Small,10263,Kent,76,150,100000
tubes,Tube 20 x 1.5 CST,81263,Kent,76,140,100000
accessories,Tools - Bottom Bracket Sacket,10032,Avenue Bikes,75,180,100000
accessories,Balancer 12,10043,Avenue Bikes,75,150,100000
accessories,Seat Clamp 34.9 Alloy QR,81414,Avenue Bikes,75,150,100000
chain,Chain 114L Taya #41 (trickad),40056,Avenue Bikes,75,135,100000
chain,Chain 114 KRONOS SS,81668,Avenue Bikes,75,130,100000
freewheel,Sprocket Remover,10485,,75,135,100000
parts,Hanger Sprocket 52T,20024,,75,150,100000
parts,Hanger Sprocket 44T Designer,81048,Kent,75,150,100000
rims,Rim 12 alloy colored,10395,Kent,75,195,100000
saddles,Seat Clamp QR 31.8 Alloy,81196,Kent,75,170,100000
seat post,Seat Post 25.4 Alloy,10287,,75,250,100000
tires,Tire 12 - LEO/DURO,10155,Kent,75,150,100000
tubes,Tube 24 x 1.75 Kenda,81437,Avenue Bikes,75,180,100000
parts,OPC Arm 20,10300,Avenue Bikes,73,150,100000
handlegrip,Handle grip mtb nike design,40135,Kent,72,135,100000
handlegrip,Handle Grip - Mongoose,40151,Kent,72,145,100000
accessories,Kickstand - BMX 20 alloy,81209,Avenue Bikes,70,180,100000
accessories,Foot Rest Back Asst,90113,,70,120,100000
brakes,Brake Shoe Yamakoto,90107,,70,125,100000
chain,Chain 112L CP (Eastman),10459,,70,125,100000
handlegrip,Handle Grip Asst (Motor),90114,,70,120,100000
parts,OPC Arm 16,10301,Avenue Bikes,70,150,100000
pedal,Pedal 9/16 KRONOS 301,81307,Avenue Bikes,70,140,100000
pedal,Pedal 9/16 INT99 (Colored),81329,Avenue Bikes,70,130,100000
Sunglasses,Sunglasses - Windproof UV400,81872,CHN,70,175,100000
accessories,Handle Grip - Stils,40029,,68,130,100000
accessories,Water Bottle - Shimano W-4109,81728,Kent,68,120,100000
brakes,Brake Lever - Semi Alloy,81182,Kent,68,115,100000
chain,Chain 116L STORM s30 blk,10256,Kent,68,155,100000
chain,Chain 116 TAYA 408 BLK,81599,Kent,68,125,100000
tubes,Tube 14 CST,10464,Kent,68,119,100000
cafe,San Miguel Grande,40023,,67,95,100000
accessories,Lock with key steel head,20010,CHN,65,120,100000
accessories,Cable – Rear Cable Road,40033,Kent,65,150,100000
brakes,Disk Brake Pads - NVP-04 Tektro,81139,,65,200,100000
chainwheel,Chain Wheel 12 Kids,20052,,65,130,100000
derailleur,Rear Derailleur Allen Bolt Type,20030,Avenue Bikes,65,150,100000
parts,Crank Axle Set E.T.Pin type (for kidz),10269,,65,130,100000
parts,Seat Clamp QR FOR 27.2,10293,,65,120,100000
parts,Hanger sprocket 44T solid/designer,10420,Kent,65,130,100000
saddles,Saddle Salvo/Storm MTB blk,10368,Avenue Bikes,65,150,100000
tubes,Tube 26 x 1.95 Duro s.v.,10149,,65,130,100000
tubes,Tube 20 x 1.75 Innova,81473,Avenue Bikes,65,120,100000
handle post,Handle Post BMX colored ord (chn),10127,Kent,64,150,100000
accessories,Water Bottle - Shimano,81720,Kent,63,150,100000
freewheel,Sprocket - Freewheel 24T,10044,Avenue Bikes,62,130,100000
chainwheel,Sprocket - OPC 36T 2Tone,81760,Kent,61,120,100000
bottom bracket,BB Parts for kids opc type,81164,Avenue Bikes,60,120,100000
chain,Chain - 114 Ace SS,10348,,60,150,100000
chain,Chain Stay Cloth (colored),10406,,60,105,100000
chain,Chain 114L (Crome/CP/ACE),10501,Avenue Bikes,60,130,100000
derailleur,Rear Derailleur ord w/hook,10193,Kent,60,120,100000
handle post,Handle Post MTB ord blk,10123,Avenue Bikes,60,120,100000
handlegrip,Handle Grip - Motor Banana (Asst),90112,,60,105,100000
parts,"Hanger Sprocket 40T 301#10A,32,33",10009,Avenue Bikes,60,120,100000
rims,Rim 20 ORD 14g 10g,10144,,60,175,100000
rims,Rim 16 ord.,10148,Avenue Bikes,60,140,100000
tubes,Tube 26 x 1.95 leo l.v.,10150,,60,120,100000
accessories,Bicycle - Bunjee Cord,40146,,59.75,200,100000
brakes,Brake - Band Brake (taiwan),10388,Kent,58,120,100000
chain,Chain 114L Taya Kent (red Plastic),81062,Kent,58,115,100000
parts,Crank axle set 9/16,10391,Kent,58,130,100000
tubes,Tube 24 x 1.75 hd Leo/Duro,10405,Kent,58,110,100000
tubes,Tube 24 x 1 3-8 Sony HD (Japan Bike),81105,Avenue Bikes,58,120,100000
tubes,Tube 24 x 1.3/8 Duro/Leo,81171,Kent,58,105,100000
tubes,Tube 22 x 1 3/8 Duro,81172,Kent,58,115,100000
accessories,Light - Brake Bike Tail Light,81815,,57,175,100000
misc,Tube 26 x 1.38 Leo or Duro,81733,Avenue Bikes,57,110,100000
tubes,Tube 20 x 2.125 Sony or Leo HD,10161,Avenue Bikes,57,110,100000
tubes,Tube 20 x 2.125 - DURO KC,81129,Kent,56,100,100000
tubes,Tube 20 x 2.125 KENT,81283,Kent,56,110,100000
accessories,BELL steel tw.,10517,Avenue Bikes,55,125,100000
accessories,Flashlight - Mini (not bike),81157,CHN,55,100,100000
accessories,Turban Scarf,81258,CHN,55,155,100000
Bolts,Bolt - Allen Alloy Motor 4 in 1,90117,,55,95,100000
parts,Crank Axle Set E.T.(chn),10398,,55,130,100000
shifter,Shifter - Shifter Semi Alloy,10117,,55,170,100000
tubes,Tube 20 x 1.75 LEO,10151,Kent,55,90,100000
tubes,Tube 26 x 1.75 Leo,10500,Avenue Bikes,55,110,100000
accessories,Bell - YWS Large Chrome top Plastic bottom,40028,Kent,54,110,100000
accessories,OPC BB Parts Turnana,40188,Kent,54,100,100000
accessories,Water Cage - Plain Alloy Colored,81724,,52,120,100000
parts,Head Parts with Teeth Class A,81575,Kent,52,95,100000
tubes,Tube 16 x 2.125 HD/DURO/SONY,10152,Avenue Bikes,52,100,100000
chain,Chain 114 Kent (Grey),81061,Kent,51,105,100000
tubes,Tube 20 x 1.75 Duro,10455,Kent,51,99,100000
accessories,Tool - Multi-tool keychain,81445,CHN,50,99,100000
accessories,Water Cages - Q Sport colored Plastic,81562,CHN,50,110,100000
accessories,Tension Bar Asst (Motor),90121,,50,90,100000
chain,Chain Link - QRS9 Retail Pack,81771,Kent,50,75,100000
Fluid,National Brake Fluid DOT-3,40161,,50,100,100000
Fluid,Brake Fluid DOT4 (per injection),40168,,50,100,100000
handlegrip,Handle Grip #353 Blk Contour,16020,,50,90,100000
head,Headset- GINEYEA Aluminum Cover,81425,,50,150,100000
hubs,Rear Axle impact Japan,10237,Avenue Bikes,50,100,100000
parts,Seat Clamp QR FOR 25.4,10292,,50,120,100000
parts,Cotterless Axle Set,10298,Kent,50,130,100000
parts,OPC Hanger Sprocket 28t Solid,40093,Kent,50,100,100000
parts,OPC BB Parts for Kids undersize,81154,Avenue Bikes,50,95,100000
parts,Crank Axle Set MTB (chn),81682,Avenue Bikes,50,100,100000
parts,Rotator Asst,90116,,50,90,100000
pedal,Pedal 1/2in 2 Tone,10316,Avenue Bikes,50,115,100000
pedal,Pedal 9/16in 2tone,10317,Avenue Bikes,50,115,100000
rims,Rim 14in,10146,Avenue Bikes,50,85,100000
saddles,Saddle - 022B Eagle,81352,Avenue Bikes,50,100,100000
tubes,Tube 16 x 1.75 Leo Butyl/Duro,10454,Kent,49,90,100000
handle bar,Handle Bar - mtb Ord dh,16014,Kent,48,125,100000
hubs,Hub - Front Hub 14g Japan,10231,Kent,48,140,100000
hubs,Hub - Rear hub 10g ord.,10230,Kent,47,85,100000
tubes,Tube 12,10154,Kent,47,90,100000
tubes,Tube 27 x1.1/4 LEO/FEICHI butyl,10384,Avenue Bikes,47,99,100000
tubes,Tube 26 x 1.3/8 DuroLeo sv/lv,10387,Avenue Bikes,47,120,100000
accessories,Front Derailleur (ord/std),20059,Avenue Bikes,45,125,100000
accessories,Lock w/ key colored new,40060,,45,150,100000
accessories,Sprocket Freewheel 16t Kronos,40230,Avenue Bikes,45,90,100000
accessories,Chain Stay Cloth - Giant,81131,CHN,45,85,100000
cables,Cable - Rear Cable Shifter SS Storm,81135,Kent,45,80,100000
chain,Chain 114L DID Brown,10255,,45,99,100000
handle bar,Handle Bar - mtb straight steel,10113,Avenue Bikes,45,110,100000
hubs,Hub - Rear Hub 14G (ORD) 36 hole,10229,Avenue Bikes,45,95,100000
hubs,Rear Skewer (steel),10258,,45,85,100000
hubs,Cable – Rear Cable Japan ali,10339,Avenue Bikes,45,80,100000
hubs,Hub - Front Hub (16 hole ord),10393,Kent,45,100,100000
parts,BB Parts Ord,10302,Avenue Bikes,45,110,100000
parts,Bearing 6201 6301 (Motor),90108,,45,80,100000
rims,Rim 12in ord.,10147,,45,85,100000
saddles,Saddle Bukol / BMX,10290,Avenue Bikes,45,95,100000
seat post,Seat Post Layback Steel,20027,,45,105,100000
shifter,Shifter - Shifter PVC,10116,,45,145,100000
tubes,Tube 14x1.75 (leo),10153,Avenue Bikes,45,85,100000
accessories,Light - DICE LED Tire Light,81810,,42,150,100000
parts,Skewer - Front Skewer (steel),10260,,42,75,100000
accessories,Crank 3pc. spacer only,40142,Kent,40,90,100000
accessories,Spoke wheel light w battery,81816,CHN,40,120,100000
brakes,Brake Lever MTB pvc (pair),10132,Avenue Bikes,40,85,100000
chainwheel,Hanger Sprocket 40T Ord.,40189,Avenue Bikes,40,75,100000
pedal,Pedal 9/16in w ball blk,10315,,40,85,100000
seat post,Seat Post MTB ORD Steel 25.4,10286,Avenue Bikes,40,80,100000
accessories,Kickstand mtb ord BLK,10226,Kent,39.47,95,100000
accessories,Light -1pc Spoke Wheel Light scull,81811,CHN,39,100,100000
brakes,Brake - Band Brake Lining - Taiwan,20051,,39,60,100000
freewheel,Sprocket - Freewheel 18T,10504,Kent,39,80,100000
chainwheel,Hanger Sprocket 36T,81755,Avenue Bikes,38,70,100000
derailleur,Derailleur - Front STD Down Pull,10194,Kent,38,150,100000
derailleur,Front derailleur – Shimano TY500,72003,Kent,38,100,100000
hubs,Hub - Front Hub 10g ord,10232,,38,80,100000
hubs,Hub - Rear Hub (16 Hole (14G),81085,Avenue Bikes,38,80,100000
accessories,Light - Selicon tail light 2LED,40015,CHN,35,90,100000
accessories,Light - Skull LED tire valves,81631,,35,120,100000
accessories,Light -Silicon colored Bicycle light,81869,CHN,35,90,100000
cafe,Drink - RedHorse 500ML,81524,,35,50,100000
handlegrip,Handle Grip cp w/clamp #417,10363,Avenue Bikes,35,75,100000
handlegrip,Handle Grip #210 asst color,16019,Avenue Bikes,35,65,100000
handlegrip,Handle Grip #425 Contour Transparent,40137,Avenue Bikes,35,70,100000
hubs,Hub - Front Hub 14g Ord,10392,Avenue Bikes,35,85,100000
hubs,Hub - 14g (16 hole) Front,81381,Avenue Bikes,35,65,100000
misc,Racket Asst,90115,,35,65,100000
parts,Skewer Rear (semi-alloy),10445,Kent,35,150,100000
parts,Butterfly - Star nut O/S,81615,Avenue Bikes,35,70,100000
pedal,Pedal 9/16 Bearing BLK (Colored),10102,Avenue Bikes,35,100,100000
pedal,Pedal 1/2in PVC Bearing blk & colored),10382,Avenue Bikes,35,85,100000
seat post,SEAT POST BMX ORD.,10338,,35,65,100000
brakes,Brake - Band brake lining KBT,81612,Avenue Bikes,32,60,100000
freewheel,Sprocket - FreeWheel 16t APV / Star,10320,Avenue Bikes,32,90,100000
hubs,Rear Axle w hole class a,10257,Kent,32,65,100000
parts,Skewer - Front Skewer (semi-alloy),10444,Kent,32,70,100000
parts,Olive and Pin for Hydraulic Shimano,70020,Kent,32,100,100000
cables,Cable Housing – COLORED by Meter,10091,Kent,30,60,100000
cafe,Drink - Negra,81621,,30,60,100000
handlegrip,Handle Grip MTB 2tone no lock #408/424,10121,,30,70,100000
handlegrip,Handle Grip Black #347/331 no moulded,10521,Avenue Bikes,30,55,100000
handlegrip,Handle Grip #416 Color no cap,16018,Avenue Bikes,30,60,100000
handlegrip,Handle Grip - MTB 2-tone no lock #324,81677,Avenue Bikes,30,60,100000
head,Headset - Nikyo Std,10134,Avenue Bikes,30,70,100000
head,Head Parts Set Taiwan,20054,,30,60,100000
hubs,Front Axle with Hole,10259,,30,75,100000
misc,SureTite SuperGlue,81747,saver Home Depot,30,65,100000
misc,Arm warmer (baratohon),81773,,29,60,100000
parts,Bearing APV6203,10330,Avenue Bikes,27,55,100000
General,Drink - SM Light,81464,,26,55,100000
parts,Axle 6200,10200,Avenue Bikes,26,75,100000
accessories,Tube Repair Kit,10210,Avenue Bikes,25,50,100000
brakes,Brake Lever BMX pvc (pair),10133,Avenue Bikes,25,88,100000
handlegrip,Handle Grip Foam Class A,10361,Avenue Bikes,25,75,100000
handlegrip,Handle Grip - Star Colored,81326,Avenue Bikes,25,75,100000
handlegrip,Handle Grip - Oakley Colored,81327,Avenue Bikes,25,75,100000
misc,Sticker Pad,90120,,25,50,100000
parts,Seat Pin Q.R. Alloy,10051,Avenue Bikes,25,70,100000
parts,Spacer 15.mm (asst.color),10482,,25,60,100000
accessories,Kickstand - BMX ord,10225,Kent,24,80,100000
accessories,Step Nut - Steel Small,10262,Kent,24,55,100000
cafe,Drink - Fit n Right,81424,,24,40,100000
Bolts,Bolt 8mm x 50 ss set,81022,,23.25,52,100000
Bolts,Bolt 8mm x 55 ss set,81023,,23.25,52,100000
cafe,Drink- SMB Pilsin,81463,,23,40,100000
cafe,Drink - SM Lemon,81465,,23,45,100000
parts,Seat Clamp BMX Alloy,10295,Kent,23,60,100000
Bolts,Bolt 8mm x 45 ss set,81021,,22.75,50,100000
cables,Cable – Rear Cable Transparent Sync (KRONOS),10190,Avenue Bikes,22,60,100000
cables,Rear Shifter cable SS,10192,Avenue Bikes,22,54,100000
Bolts,Bolt 8mm x 40 ss set,81020,,21.25,48,100000
pedal,Pedal 1/2 - 9/16 kiddie,10400,Avenue Bikes,21,55,100000
Tools,Zip tire tools,81190,Avenue Bikes,21,35,100000
cables,Cable Housing - Front (DO NOT SELL),20009,Avenue Bikes,20,40,100000
parts,Spacer 10.mm o/s Alloy (asst.color),10019,Avenue Bikes,20,55,100000
parts,Bearing 6200 APV,10329,Avenue Bikes,20,40,100000
parts,Shifter Screw Tunning bolt,81522,CHN,20,60,100000
parts,Mountain Bike crank screw,81523,CHN,20,60,100000
spokes,Spoke 20 Colored,10435,,20,35,100000
spokes,Spoke 26 Colored,10436,,20,35,100000
Bolts,Bolt 8mm x 35 ss set,81019,,19.75,45,100000
accessories,Pump - Foot Pump Hose,20055,Avenue Bikes,18,40,100000
hubs,Rear Axle (10g) CHN,10234,Kent,18,45,100000
parts,Bearing APV 6000,10407,Avenue Bikes,18,40,100000
saddles,Saddle Clamp w/Bolt ORD,10296,Avenue Bikes,18,45,100000
accessories,Tube Repair Kit - Redsun,81127,Kent,17,50,100000
Axle,Front Axle 10 G Taiwan.,81489,,17,45,100000
hubs,Axle Front 14g (twn) (each),10431,Avenue Bikes,17,40,100000
misc,Drink - 1 letter m-water,81644,,17,35,100000
Bolts,Bolt 6mm x 50 ss set,81018,,16.4,38,100000
Bolts,Bolt 6mm x 45 ss set,81017,,15.1,36,100000
accessories,Stain Rust Cleaner Liquid,40025,,15,30,100000
cables,Cable Stoper Alloy,16002,,15,24,100000
derailleur,Derailleur - Hook only,10088,,15,30,100000
handlegrip,Handle Grip CP Mushroom,10120,,15,40,100000
hubs,Axle Front 10g (twn),10235,Kent,15,40,100000
misc,Brake lever (bmx) PVC,20029,,15,45,100000
parts,Bolt - Expander Bolt ord (each),10268,,15,25,100000
Bolts,Bolt 6mm x 40 ss set,81016,,14.5,34,100000
accessories,Spacer - 15mm Smooth Aluminum,81155,Kent,14,35,100000
tubes,Valve Adapter - PRESTA,81121,Kent,14,45,100000
accessories,Tools - Allen Z Type,10108,Avenue Bikes,13.5,35,100000
Bolts,Bolt 6mm x 35 ss set,81015,,13.5,32,100000
Bolts,Bolt 6mm x 30 ss set,81014,,12.3,30,100000
cafe,Drink - Coke Mismo 300ml,81362,,12,20,100000
cafe,Drink - Sprite Mismo 300ml,81363,,12,20,100000
parts,Seat Clamp Steel W. Bolt,10297,,12,45,100000
parts,Crank Axle Cup 3/8inch,81047,,12,25,100000
parts,Spacer - 10mm Smooth Aluminum,81099,Kent,12,30,100000
Bolts,Bolt 6mm x 25 ss set,81013,,11.5,28,100000
cafe,Drink-Royal Mismo,81466,,11.5,20,100000
cafe,Drink - Mineral water 500ML,81365,,11,20,100000
Bolts,Bolt 6mm x 20 ss set,81012,,10.3,27,100000
accessories,Light - spoke Reflector light colored,10469,,10,20,100000
cafe,Drink - C2 Juice bottle,81378,,10,15,100000
parts,Bulb Cup Alloy colored 2-tone,16007,,10,0,100000
parts,Shifter Tunnel Guide,81521,Avenue Bikes,10,50,100000
Bolts,Bolt 6mm x 15 ss set,81010,,9.7,25,100000
accessories,Pump Nozzle Adapter,104240,,9,20,100000
Drinks,Drink - Coke 12oz bottle,40084,,8.75,25,100000
Drinks,Drink - Royal 12oz bottle,40085,,8.75,25,100000
Drinks,Drink - Sprite 12oz bottle,40086,,8.75,25,100000
brakes,Brake Shoe MTB Allen-type,10253,Kent,8.5,35,100000
cables,Cable Rear (blk),10245,Avenue Bikes,8.5,20,100000
parts,Cable Front blk,10246,Kent,8,16,100000
parts,OPC Cup (each),10303,,8,25,100000
parts,OPC Cone L/R,10304,,8,25,100000
brakes,Brake Shoe BMX odc colored,10358,Avenue Bikes,7.5,30,100000
bottom bracket,Bottom Bracket (BB) Bolt (each),10106,Avenue Bikes,7,15,100000
brakes,Brake - Caliper Bolt only (each),20031,,7,15,100000
derailleur,Derailleur - Pully (only),10266,Kent,7,30,100000
misc,Alice Guitar Pick,70010,,7,12,100000
parts,Cone Head Upper (each),10247,,7,13,100000
parts,Head Cup Upper/Lower,10251,,7,12,100000
parts,Nut 5/8 Fine Thread,81025,,6.5,12,100000
parts,Nut 5/8 Course Thread,81026,,6.5,11,100000
accessories,Drink - Coke 237ml bottle,40020,,6,12,100000
accessories,Drink - Sprite 237ml bottle,40021,,6,12,100000
cables,Cable Rear Shifter Cable ord (no hose),10191,Kent,6,15,100000
cafe,Royal 237ML Glass Bottle,40022,,6,12,100000
head,Lower Head Cone,10248,,6,12,100000
head,Head Upper Nut,10249,,6,12,100000
parts,Handle Post Bolt with Nut - Allen,81213,Kent,6,15,100000
spokes,Spokes - (Motor) 161 SS,90122,,5.6,12,100000
hubs,Hub Rear Cup (Japan) (each),10701,Kent,5.5,25,100000
spokes,Spoke 20 X 10G X 195 SS,81520,Avenue Bikes,5.25,10,100000
accessories,Battery AAA and AA,81377,,5,10,100000
bikes,Rim Tape ord Blk.,40163,,5,10,100000
bottom bracket,Ball Retainer - BB Undersized 66-9ball,40001,,5,10,100000
chain,Chain Link Chrome,10055,Avenue Bikes,5,10,100000
handle post,Handle Post Bolt,20028,,5,12,100000
parts,Seat Clamp Bolt only,10365,,5,12,100000
spokes,Spoke - (Motor) 8G x 155 ord.,90124,,5,9,100000
accessories,Valve cup alloy bullet asst color,16017,Kent,4.5,20,100000
parts,Washer Flat 5/8,81024,,4.5,8,100000
parts,Rear Cup (blk) (each),10241,Kent,4.2,8,100000
parts,Cup - Front Hub Cup (blk),8888,,4.2,8,100000
accessories,Pump - Foot Pump Gasket,20056,Avenue Bikes,4,10,100000
brakes,Brake Shoe MTB ord-short,10254,Kent,4,15,100000
cables,Cable Stopper - BMX Alloy color,81035,,4,20,100000
cables,Cable Stopper - Bronze,81036,,4,8,100000
head,Head Lock Ring,10250,Kent,3.8,7,100000
spokes,Spokes - (Motor) 8G x 162,90123,,3.65,8,100000
parts,OPC Lock Nut (ord),10005,Avenue Bikes,3.5,8,100000
parts,Ball Retainer - 669balls BMX only,10309,,3.5,8,100000
spokes,Spoke - (Motor) 8G x 150 Ord,90101,,3.4,7,100000
spokes,Spoke 29 x14G x 295 SS Blk,81279,Avenue Bikes,3.3,8,100000
spokes,spoke 26 ss LN black,15018,Avenue Bikes,3.12,8,100000
chain,Chain Adjuster (each),10700,Avenue Bikes,3,10,100000
parts,Crank pin,10052,Avenue Bikes,3,7,100000
parts,Rear Cone 10G (ord),10239,,3,7,100000
parts,Front Cone 14G (chn),10240,Kent,3,6,100000
parts,Ball Retainer - 17 OS (bmx -mtb),10308,,3,7,100000
parts,Front Cone 10G Taiwan,81713,Kent,3,6,100000
spokes,Spoke 26 x 14G X 260 (blk)SS,10029,Avenue Bikes,3,8,100000
tubes,Volcanizing Gum Sachet,40185,,3,10,100000
spokes,Spoke 27.5 x 14g x 295 SB black,81718,Avenue Bikes,2.95,6,100000
parts,Nut 6mm ss,81011,,2.9,7,100000
parts,Nut - Cotterless nut,10199,Kent,2.8,12,100000
spokes,Spoke 27.5 x 14G x 270 (ss blk),10520,,2.7,8,100000
spokes,Spoke 26 x 14g x 260 SS,81030,Avenue Bikes,2.7,6,100000
spokes,Spoke 27.5 x 14g x 270 SS,81383,Avenue Bikes,2.7,6,100000
accessories,Spacer - Carbon sold by mm 5/10/15/20mm,40076,CHN,2.5,8,100000
Bolts,T Bolt (large/small),10049,,2.5,5,100000
head,Head Parts Retainer (ord),20016,Kent,2.5,7,100000
spokes,Spoke 24 - 14G X 245 SS,10281,,2.5,5,100000
spokes,Spoke 28 x 14G X 280 SS(26x1 3/8,10089,,2.3,7,100000
spokes,Spoke 24.5 x 14G X 255 SS,10283,Kent,2.29,6,100000
parts,Steel Balls 1/4 -# 12 Rear,20151,,2.25,1,100000
brakes,Brake Shoe BMX ord,10252,Kent,2,10,100000
misc,Grasa Grease 1tsp,10001,,2,5,100000
misc,Cable Tie Med-Asst,10006,Avenue Bikes,2,5,100000
parts,Rear Axle Nut (Class A),10238,Kent,2,7,100000
parts,Ball Retainer 15,10306,Avenue Bikes,2,8,100000
spokes,spoke 16 x 14g SS,10030,Avenue Bikes,1.88,5,100000
spokes,Spoke 20 x 14g x 195 ss,10280,,1.87,5,100000
cables,Shifter cable end cap,81595,CHN,1.5,3,100000
chain,Chain Link / Lock,10394,Kent,1.5,5,100000
parts,Ball Retainer - Rear 12,10305,Avenue Bikes,1.5,7,100000
parts,Ball Retainer - 17 STD (bmx - mtb),10307,,1.5,6,100000
spokes,Spoke 20 X 10G X 195 ORD,10278,Avenue Bikes,1.5,3.5,100000
spokes,Spoke 26 x 14G x 260 Ord.BLK,81979,Kent,1.5,4,100000
parts,Ball Retainer - Front 11,10402,Avenue Bikes,1.35,5,100000
parts,Rear Axle Lock Nut (10g ord),10243,Avenue Bikes,1.2,5,100000
hubs,Rear Axle Washer (ord),20032,,1.17,3,100000
spokes,Spoke 24.5 - 14G x 255mm ORD,81210,Avenue Bikes,1.12,3.5,100000
spokes,Spoke 28x14G x 280 (26 x 1.1/3 ord),10519,,1.06,3.5,100000
parts,Washer Lock 8mm,81003,,1.05,2.8,100000
cables,Cable Tie china,20021,,1,3,100000
parts,Nut - Front Lock Nut (14g) (each),10244,,1,5,100000
parts,Washer Flat 8mm,81002,,0.9,2.5,100000
spokes,Spoke 27.5 x 14G X 270 ord.,10284,,0.86,3.5,100000
spokes,Spoke 29 x14G x 295 ord,10491,,0.85,3.5,100000
spokes,Spoke 26 - 14G X 255 ord.,10282,Avenue Bikes,0.83,3,100000
spokes,Spoke 24 - 14G X 245 ord.,10466,,0.83,3,100000
spokes,Spoke 26 x 14g x 260 (ord),81031,,0.8,3.5,100000
spokes,Spoke 20 x 14g x 195 ord.,10373,Avenue Bikes,0.7,3,100000
parts,Washer Flat 6mm,81001,,0.65,2,100000
